Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly),ATICO CEN:Zone Air System Sensible Heating Energy [J](Hourly),ATICO E:Zone Air System Sensible Heating Energy [J](Hourly),MODULO:Zone Air System Sensible Heating Energy [J](Hourly),ATICO O:Zone Air System Sensible Heating Energy [J](Hourly) 
 01/02  12:00:00,12.000000000000002,36.1241554618761,41.304208675296859,12.40117060179589,41.32830390094969,0.0,0.0,0.0,0.0 
 01/02  13:00:00,13.599999999999998,34.641151426876927,39.05194845834521,12.402270961439444,38.61853989634519,0.0,0.0,0.0,0.0 
 01/02  14:00:00,14.575,25.7935038757801,27.96407667702992,12.402233112976394,27.514394840224385,0.0,0.0,0.0,0.0 
 01/02  15:00:00,12.8,19.875801470945296,22.6347373550803,12.400580379808634,22.01502032574572,0.0,0.0,26629.403733023097,0.0 
 01/02  16:00:00,10.099999999999998,15.160495176522357,16.999734617075747,12.39999988471167,16.641775609672356,0.0,0.0,269704.9185148004,0.0 
 01/02  17:00:00,8.1375,12.093589111788468,11.874524142934039,12.399996613158593,11.596864161992834,0.0,0.0,466163.0580901294,0.0 
 01/02  18:00:00,6.125000000000001,8.200120531364633,7.6549795049185189,12.400522394790631,7.373898169398694,0.0,0.0,662455.6806388061,0.0 
 01/02  19:00:00,5.362500000000001,6.401070397005258,5.559762655792122,12.400229409235786,5.261861385882056,0.0,0.0,784524.9931168284,0.0 
 01/02  20:00:00,4.525,5.706788096913682,4.577232872863368,12.40000000000555,4.27157369627542,0.0,0.0,849590.4568640048,0.0 
 01/02  21:00:00,3.5,5.330241068848436,3.877273852451494,12.400000000000104,3.5839041679151197,0.0,0.0,912591.3166687571,0.0 
 01/02  22:00:00,2.7625,4.658054632018256,2.950475987421407,12.400000000000082,2.655639360384583,0.0,0.0,948363.0936404654,0.0 
 01/02  23:00:00,2.0,3.9829629371433059,2.057512246001053,12.400000000000056,1.7640966073784033,0.0,0.0,989093.4937770373,0.0 
 01/02  24:00:00,1.3249999999999998,3.7094994946567958,1.412431563063289,12.40000000000012,1.1306335943238795,0.0,0.0,1061636.5671353159,0.0 
 01/03  01:00:00,0.9125000000000001,3.4644379007675356,0.9321248833102316,12.400000000000068,0.6640069789820594,0.0,0.0,1115648.8284495075,0.0 
 01/03  02:00:00,0.05000000000000002,2.844928808926385,0.18925475620232264,12.400000000000187,-0.07077098165986227,0.0,0.0,1156862.304881044,0.0 
 01/03  03:00:00,-0.4625,2.418511986612595,-0.47486501911999648,12.400000000000166,-0.7223883763394055,0.0,0.0,1219717.0499358206,0.0 
