Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 01/02  11:00:00,10.5875,38.206764952121478,29.543514275296987,15.545776831078859,30.55750420723552 
 01/02  12:00:00,12.000000000000002,37.40103626397736,30.613977309020844,16.359309423973668,30.628968768079895 
 01/02  13:00:00,13.599999999999998,35.88154163254255,29.789246756679444,16.546835242549244,29.23616294366323 
 01/02  14:00:00,14.575,25.85534531123115,22.578666061288265,15.004415027726362,22.127721220233963 
 01/02  15:00:00,12.8,21.570080630638285,18.86312580030164,13.806762350281197,18.226558376342959 
 01/02  16:00:00,10.099999999999998,16.45953440093463,14.421342842663608,12.530341547157125,14.046599467521505 
 01/02  17:00:00,8.1375,11.05636411252856,10.217410235041996,11.152463764707927,9.904536228348445 
 01/02  18:00:00,6.125000000000001,6.816053226932253,6.800083422947917,10.183880474834228,6.470775472288272 
 01/02  19:00:00,5.362500000000001,4.84381094016593,4.941252559522233,9.036066432196865,4.584800698292413 
 01/02  20:00:00,4.525,3.9512244925054755,3.9866486221666719,8.570329284765269,3.6165637835477226 
 01/02  21:00:00,3.5,3.3693845394927997,3.324736639091536,8.196995219129552,2.9682033050126259 
 01/02  22:00:00,2.7625,2.5096006740907175,2.3842298663693506,7.9011195819473969,2.025731798682322 
 01/02  23:00:00,2.0,1.713929733666575,1.4776772697165966,7.598306635648317,1.1206937826161126 
 01/02  24:00:00,1.3249999999999998,1.1755613736116937,0.8326401893360415,7.3099412451973919,0.4888448537749632 
 01/03  01:00:00,0.9125000000000001,0.7369856880337005,0.3427332073401288,7.0758788518935049,0.014498567005869129 
 01/03  02:00:00,0.05000000000000002,0.05229584038662331,-0.42341017912989156,6.763737164786093,-0.7420983905805152 
 01/03  03:00:00,-0.4625,-0.5185705908303248,-1.100832182160623,6.470020661589229,-1.4054743072392202 
 01/03  04:00:00,-0.8750000000000001,-0.9834985981770257,-1.6126808747842612,6.218004300725381,-1.9044486122305323 
 01/03  05:00:00,-1.6625,-1.573917454432213,-2.2886207440728896,5.877229293188639,-2.56732616473791 
 01/03  06:00:00,-2.375,4.240267814493292,1.1777039681283486,5.859724018498407,1.8244291451892388 
 01/03  07:00:00,-2.1625,15.586240791912968,7.707647450878651,7.845708595379218,9.985499570780032 
 01/03  08:00:00,-0.525,24.088840374775815,13.783181852804955,9.24855208119633,16.81318133795426 
 01/03  09:00:00,3.55,32.87626763055954,21.386639093299949,12.573292579403029,24.52099563380936 
 01/03  10:00:00,7.812499999999999,38.13480003709278,27.394501785424475,14.545963815137812,29.873812937889818 
 01/03  11:00:00,10.6375,37.74444848791373,28.739771177905657,15.898872364285854,30.04066789082008 
 01/03  12:00:00,12.3125,35.018068927183,28.136797715936888,16.316771565325998,28.228203014656154 
 01/03  13:00:00,13.05,32.667310079340257,26.83931161897792,15.99444369592711,26.481678657901875 
 01/03  14:00:00,13.0125,34.101879803866257,27.840771857900923,16.12654626463806,26.333770653348688 
 01/03  15:00:00,12.462499999999999,34.20331354020901,27.54374247545348,16.081048859564768,24.297499608664084 
 01/03  16:00:00,12.2,29.24086736932991,23.78696311781008,15.210397690815788,20.27735731982048 
 01/03  17:00:00,10.95,18.260110017952529,15.96530180249507,13.38454363179472,14.151280732217295 
 01/03  18:00:00,8.450000000000001,9.62424508734799,9.596624309845497,11.452083312142904,8.997203694294005 
 01/03  19:00:00,4.9625,5.886463315474631,6.166226909279997,9.688161420885568,5.742396737985617 
 01/03  20:00:00,2.3125,3.473174585629266,3.592143380130754,8.65524505606107,3.190281954657873 
 01/03  21:00:00,0.9125,2.077802974269318,2.0833558975918446,8.051212040238458,1.699941180778167 
 01/03  22:00:00,1.3877787807814458e-17,0.9717542356560505,0.8201535192048637,7.62277995702392,0.43895239978416258 
 01/03  23:00:00,-0.8,0.22754515868900219,-0.038110538524689787,7.271867354753033,-0.4006636585499721 
 01/03  24:00:00,-1.225,-0.38667837572162069,-0.7754556393626255,6.994350279872046,-1.1227114724257095 
