Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),ATICO CEN:Zone Mean Air Temperature [C](Hourly),ATICO E:Zone Mean Air Temperature [C](Hourly),MODULO:Zone Mean Air Temperature [C](Hourly),ATICO O:Zone Mean Air Temperature [C](Hourly) 
 01/02  16:00:00,10.099999999999998,17.981057138631905,17.270199391646036,12.89203758043168,16.91790844840985 
 01/02  17:00:00,8.1375,11.974530969249042,11.963567668897582,11.360292223810167,11.686273313434697 
 01/02  18:00:00,6.125000000000001,7.189570853819402,7.6250489419604599,10.188257630808853,7.345099973911774 
 01/02  19:00:00,5.362500000000001,4.992430584846157,5.4651310797391619,8.956624448343622,5.16061148036761 
 01/02  20:00:00,4.525,4.034495305591686,4.418474179073645,8.450058985348975,4.101739773081928 
 01/02  21:00:00,3.5,3.4146722653205567,3.6819620907622827,8.050137358593432,3.376241845191924 
 01/02  22:00:00,2.7625,2.53757587083825,2.702271953724562,7.734305819378652,2.3964291049759698 
 01/02  23:00:00,2.0,1.7289690369061584,1.7662086464611349,7.417524719716909,1.4618296747895155 
 01/02  24:00:00,1.3249999999999998,1.1821130773203393,1.0903892026848743,7.119324562826877,0.7969904460271756 
 01/03  01:00:00,0.9125000000000001,0.7328508260750611,0.5722215695326711,6.878612187765315,0.29328312446831286 
 01/03  02:00:00,0.05000000000000002,0.041868119268741208,-0.21220544968608094,6.562440723606634,-0.48216010366896236 
 01/03  03:00:00,-0.4625,-0.5295791404485993,-0.9073332331396097,6.266464076119685,-1.164634558372926 
 01/03  04:00:00,-0.8750000000000001,-0.9978062322166701,-1.4337633657484497,6.014222680193843,-1.6795335874293154 
 01/03  05:00:00,-1.6625,-1.590128817526722,-2.1227577326586184,5.674447129770646,-2.3568975132256706 
 01/03  06:00:00,-2.375,5.031763292659853,3.596767046675028,5.697240367930345,4.140737079396944 
 01/03  07:00:00,-2.1625,18.32501308298977,13.648628638916135,7.964989610402173,15.562108922300633 
 01/03  08:00:00,-0.525,27.91403140216857,21.990610474484855,9.486582625841038,24.584014970292445 
 01/03  09:00:00,3.55,37.918175517222199,32.11784417773855,13.214054070021812,34.79818600186899 
 01/03  10:00:00,7.812499999999999,43.94074760755368,39.22401232434201,15.430482863403397,41.37403087457925 
 01/03  11:00:00,10.6375,43.37482069381347,39.62422685666646,16.87582810581928,40.65744981094434 
 01/03  12:00:00,12.3125,40.04501365341159,37.78944381498214,17.266607313079068,37.862146190457938 
 01/03  13:00:00,13.05,37.1964890965906,35.37903491523032,16.858911806632688,35.05251076066068 
 01/03  14:00:00,13.0125,38.41823304775865,36.312872012653,16.934635182812565,34.95413420675773 
 01/03  15:00:00,12.462499999999999,37.99268163314314,34.85945746520201,16.822219230441179,31.98713425099067 
 01/03  16:00:00,12.2,31.87300979136844,28.829255555950554,15.761714578109608,25.596413945411837 
 01/03  17:00:00,10.95,19.534343640044435,18.338262722823648,13.653969516526529,16.62487114316016 
 01/03  18:00:00,8.450000000000001,10.08894542695181,10.571789867817593,11.594799331177257,10.014857178322579 
 01/03  19:00:00,4.9625,6.068822232222056,6.743579470131573,9.640958014442074,6.371510311022524 
